# time    humidity    error    temperature    
2016-02-28T23:01:42.753724928Z    None    1    None    
2016-02-28T23:06:52.215439104Z    None    1    None    
2016-02-28T23:10:57.389967872Z    55.93333    None    17.40985    
2016-02-28T23:15:29.116499968Z    55.83333    None    17.30985    
2016-02-28T23:19:33.876781056Z    55.83333    None    17.30985    
2016-02-28T23:23:37.724985088Z    55.83333    None    17.30985    
2016-02-28T23:28:29.152615936Z    None    1    None    
2016-02-28T23:32:54.785088Z    55.93333    0    17.30985    
2016-02-28T23:37:28.991603968Z    55.93333    0    17.30985    
2016-02-28T23:42:05.682059008Z    55.93333    0    17.30985    
2016-02-28T23:46:10.608829952Z    55.93333    0    17.30985    
2016-02-28T23:50:14.947653888Z    55.93333    0    17.30985    
2016-02-28T23:54:16.223384064Z    55.93333    0    17.30985    
2016-02-28T23:58:21.139568128Z    55.83333    0    17.20985    
2016-02-29T00:03:25.699439104Z    None    1    None    
2016-02-29T00:07:33.892969984Z    55.93333    None    17.20985    
2016-02-29T00:12:12.332976128Z    56.03333    None    17.20985    
2016-02-29T00:16:21.752408064Z    56.13333    None    17.20985    
2016-02-29T00:21:31.239172096Z    55.93333    None    17.20985    
2016-02-29T00:26:43.65131008Z    None    1    None    
2016-02-29T00:31:11.397083904Z    None    1    None    
2016-02-29T00:36:03.260595968Z    56.13333    None    17.20985    
2016-02-29T00:40:05.218896896Z    56.03333    None    17.20985    
2016-02-29T00:44:27.556061952Z    None    1    None    
2016-02-29T00:48:49.601139968Z    56.13333    None    17.20985    
2016-02-29T00:53:18.998642944Z    56.23333    None    17.20985    
2016-02-29T00:57:26.32642304Z    56.13333    None    17.20985    
2016-02-29T01:01:54.962895872Z    None    1    None    
2016-02-29T01:06:33.786209024Z    None    1    None    
2016-02-29T01:10:46.451943936Z    56.03333    None    17.20985    
2016-02-29T01:14:49.161984Z    56.03333    None    17.20985    
2016-02-29T01:18:58.804772096Z    56.03333    None    17.10985    
2016-02-29T01:23:25.833793024Z    None    1    None    
2016-02-29T01:27:35.16655104Z    55.93333    None    17.10985    
2016-02-29T01:31:39.627067904Z    56.03333    None    17.10985    
2016-02-29T01:36:35.041686016Z    None    1    None    
2016-02-29T01:40:57.958023936Z    55.73333    None    17.10985    
2016-02-29T01:45:33.677236992Z    56.03333    None    17.10985    
2016-02-29T01:49:57.742672896Z    None    1    None    
2016-02-29T01:54:34.28088704Z    None    1    None    
2016-02-29T01:58:51.846607104Z    55.93333    None    17.10985    
2016-02-29T02:02:58.67287808Z    56.03333    None    17.10985    
2016-02-29T02:07:11.463122944Z    56.03333    None    17.10985    
2016-02-29T02:11:36.891727872Z    56.03333    None    17.10985    
2016-02-29T02:16:13.55216Z    56.03333    None    17.00985    
2016-02-29T02:20:20.083001088Z    56.13333    None    17.10985    
2016-02-29T02:24:24.784294912Z    56.03333    None    17.10985    
2016-02-29T02:28:26.11582208Z    56.03333    None    17.10985    
2016-02-29T02:33:14.447900928Z    None    1    None    
2016-02-29T02:37:55.868083968Z    None    1    None    
2016-02-29T02:42:25.073808896Z    56.03333    None    17.00985    
2016-02-29T02:46:57.377350912Z    56.03333    None    17.00985    
2016-02-29T02:51:02.319270912Z    56.03333    None    17.00985    
2016-02-29T02:55:43.519305984Z    56.13333    None    17.00985    
2016-02-29T02:59:42.047055872Z    56.03333    None    17.00985    
2016-02-29T03:04:21.047472128Z    56.13333    None    17.00985    
2016-02-29T03:08:22.377149952Z    56.03333    None    17.00985    
2016-02-29T03:12:41.18459904Z    56.13333    None    17.00985    
2016-02-29T03:17:03.186523904Z    None    1    None    
2016-02-29T03:22:21.248054016Z    None    1    None    
2016-02-29T03:26:54.131648Z    56.03333    None    17.00985    
2016-02-29T03:30:58.316653056Z    55.93333    None    16.90985    
2016-02-29T03:35:13.235483904Z    56.13333    None    17.00985    
2016-02-29T03:39:39.79078912Z    56.03333    None    16.90985    
2016-02-29T03:43:45.189818112Z    56.13333    None    17.00985    
2016-02-29T03:48:58.720275968Z    56.23333    None    17.00985    
